gender,number_of_followers,number_of_posts,average_likes,likes_to_followers
Female,112487,539,1475,1.31
Female,127467,827,5032.57,3.95
Male,27366,1684,785.1,2.87
female,11050,222,371.73,3.36
Female,18936,672,356.03,1.88
female,7091,778,36.47,0.51
Female,13109,304,137.1,1.05
Female,17882,1467,352,1.97
female,14608,434,763.43,5.23
Female,33715,94,639.13,1.9
female,6541,408,732.13,11.19
,8896,6,172.33,1.94
Male,41990,953,295,0.7
Female,8467,1418,37.1,0.44
Female,22299,171,253.3,1.14
,7783,236,227.03,2.92
Male,24236,265,584.37,2.41
,10420,2041,104.63,1
Male,33627,8072,210.63,0.63
Female,55763,1669,2734.8,4.9
Female,13289,1268,227.1,1.71
Male,1118895,409,3659.77,0.33
,9924,392,562.2,5.67
,7229,1324,350.17,4.84
Male,14520,177,870.97,6
,11882,435,24.07,0.2
Male,29096,703,100.27,0.34
Male,24091,1770,437.47,1.82
Female,14248,244,161.73,1.14
Female,12107,622,64.17,0.53
,41637,2903,345.7,0.83
,23221,479,348.83,1.5
Male,17174,1760,307.5,1.79
,60329,281,669.47,1.11
Female,36578,461,366.8,1
female,8628,489,1273.27,14.76
Female,25061,763,1194.3,4.77
Male,15367,110,612.47,3.99
,80578,576,2302.6,2.86
,59308,242,3744.57,6.31
,38742,745,26.23,0.07
,17820,770,286.5,1.61
,52844,3553,1512.97,2.86
Male,12887,995,224.1,1.74
,40035,275,3723.53,9.3
,24029,1,10019,41.7
,112428,4,948.75,0.3
Male,42698,280,3567.87,8.36
Female,19873,702,1524.3,7.67
,32544,137,2112.07,6.49
female,8732,49,387.17,4.43
Male,75647,247,787.83,1.04
female,6588,154,653.23,9.92
Male,30379,2658,224.43,0.74
,12190,1186,212.03,1.74
,158397,2898,845.07,0.53
,9303,106,205,2.2
,37784,1444,1055.3,2.79
Male,18484,183,282.87,1.53
Male,25015,305,1091.7,4.36
Male,151919,358,143.93,0.09
Female,12819,438,58.07,0.45
Female,10859,336,1312.77,12.09
female,92141,541,4157.6,4.51
,16891,653,301.93,1.79
,13074,1540,691.23,5.29
Female,14456,1215,42.23,0.29
Male,106797,984,2740.4,2.57
Female,13238,1723,39.8,0.3
Male,130406,0,0,0
Male,13687,270,71.23,0.52
Male,25983,24,20.25,0.08
Male,11848,1019,128.3,1.08
,62955,1509,1280.97,2.03
Female,5555488,3718,65022.1,1.17
Female,16565,607,1370.7,8.27
,6801,326,202.6,2.98
Female,87109,1253,178.07,0.2
,7751,472,124.03,1.6
Female,148108,2067,1203.17,0.81
,42153,5156,240.17,0.57
,25572,2012,195.03,0.76
,18567,13,150.31,0.81
,53098,849,218.07,0.41
Male,21148,937,320.03,1.51
,16804,841,384.53,2.29
Male,27435,175,700.33,2.55
,6159,154,586.6,9.52
,42024,1260,468.43,1.11
Male,10599,577,191.03,1.8
,27912,1807,16.37,0.06
Female,16529,3460,581.63,3.52
,6238,889,139.2,2.23
,5738,723,59.67,1.04
Female,24542,1333,345.07,1.41
female,20965,703,1188.13,5.67
Female,264821,5051,7725.03,2.92
,16595,7528,79.93,0.48
Female,19390,213,244,1.26
Female,13193,1282,61.77,0.47
,33258,1372,276,0.83
,24830,1348,441.57,1.78
,16602,2,27.5,0.17
,20040,74,1568.67,7.83
,59709,119,3968.1,6.65
,90559,4914,1532.03,1.69
,609873,970,5185.03,0.85
,20035,153,20.3,0.1
,129733,6844,4267.6,3.29
,658680,1130,47992.67,7.29
Female,69356,733,1401.3,2.02
,46704,137,670.1,1.43
Female,28734,793,298.7,1.04
Male,11144,82,1057.7,9.49
,19474,6,114.5,0.59
,14709,585,240.37,1.63
Male,32767,840,665.13,2.03
,14589,135,57,0.39
,43123,2607,145.17,0.34
,26701,1946,53,0.2
,10787,10,516.8,4.79
Male,26640,12,1357.4,5.1
male,11200,632,98.4,0.88
,11686,318,137.97,1.18
Female,56856,3019,580.07,1.02
Female,63131,2066,582,0.92
Female,9552,29,21.34,0.22
Female,42870,1342,456.23,1.06
,10997,766,84.77,0.77
,22210,30,1127.77,5.08
,10182,510,39.83,0.39
,27809,1354,441.13,1.59
male,125307,768,3568.33,2.85
,14197,3455,300.8,2.12
,31960,2932,517.47,1.62
,124998,206,6449.13,5.16
Female,24133,402,1016.53,4.21
,17267,346,44.73,0.26
,10401,797,123.73,1.19
,25709,159,356.5,1.39
,27170,98,453.63,1.67
Female,44720,1489,496.67,1.11
Female,461416,1586,5082.4,1.1
Male,41270,1992,1145.77,2.78
female,26604,959,289.6,1.09
,53756,4179,195.47,0.36
,17409,1704,251.17,1.44
,11687,13,91.38,0.78
Male,37968,665,114.67,0.3
female,8970,958,69.57,0.78
,43129,196,395.83,0.92
Male,60254,678,1343.57,2.23
,11261,1,11,0.1
Female,13579,281,122.5,0.9
,48899,378,2393.13,4.89
,26643,693,142.97,0.54
,22674,2729,101.23,0.45
Female,63557,1786,443.9,0.7
,29143,6017,379.8,1.3
Female,29483,261,382.53,1.3
Female,10048,128,132.77,1.32
Female,31355,76,450.67,1.44
Male,28417,895,651.27,2.29
Female,19160,421,60.1,0.31
Female,21780,1416,90.67,0.42
Male,62665,880,983.07,1.57
Female,20212,791,338.6,1.68
Female,27605,665,1062.7,3.85
,36998,660,107.5,0.29
Female,18154,667,67.93,0.37
Female,10375,601,90.13,0.87
Female,19747,638,117.57,0.6
,10534,553,65.67,0.62
Female,14597,2174,207.07,1.42
,5853,471,55.6,0.95
female,10582,690,26.87,0.25
Female,19946,1291,436.23,2.19
,106322,1797,121.7,0.11
,5695,417,195.13,3.43
male,9432,560,504.8,5.35
,106872,69,1353.73,1.27
Female,17259,51,2460.17,14.25
Male,12180,815,446.37,3.66
Female,9923,1089,53.03,0.53
Female,46400,2971,639.1,1.38
Female,21005,1214,228.7,1.09
,27406,407,4130.9,15.07
,205822,324,22761.4,11.06
,45682,3932,3121.47,6.83
Female,351575,937,26709.43,7.6
,25313,3168,275.8,1.09
Female,110231,860,1760.87,1.6
,18245,438,1011.63,5.54
,11064,750,39.4,0.36
,111471,55,15232.3,13.66
Female,14654,912,86.23,0.59
Female,14870,1370,329.27,2.21
Female,56111,338,1705,3.04
Male,16663,610,126.97,0.76
Male,34398,8575,132.93,0.39
,12644,1097,245.93,1.95
,100218,2309,511.8,0.51
Male,27204,128,130.43,0.48
Male,17030,132,446.53,2.62
Female,15639,6474,45.6,0.29
Female,22971,626,117.2,0.51
Female,13898,9,227.78,1.64
Female,20363,415,27.33,0.13
,59654,3908,402.37,0.67
female,9247,583,408.93,4.42
Female,20418,32,2521.4,12.35
female,10864,1864,652.67,6.01
,60014,1478,851.8,1.42
Male,16175,229,312.47,1.93
Female,54073,13,850.54,1.57
male,29172,68,98.77,0.34
Male,20638,479,436.77,2.12
Male,25015,562,226.47,0.91
,12736,945,232.37,1.82
Female,16898,334,443.23,2.62
,9136,242,136.4,1.49
Female,30839,49,445.2,1.44
Male,21059,176,104,0.47
Male,34644,804,1363.17,3.93
,415467,105,18782,4.52
,12889,759,452.13,3.51
,68622,9621,707.6,1.03
male,25671,140,1466.47,5.71
Female,24159,956,133.3,0.55
,22522,6084,58.8,0.26
Male,21789,517,191.87,0.88
Female,90019,2484,2437.4,2.71
Female,38674,4906,581.73,1.5
Female,14055,151,163.67,1.16
Male,18278,1256,485.9,2.66
,73032,2517,2027.13,2.78
,36257,36,971,2.68
Male,279669,138,2375.33,0.85
Male,191667,424,14183.53,7.4
Male,315501,842,4434.3,1.41
,34093,2358,122.6,0.36
Male,13035,468,1275.9,9.79
,19240,786,143.47,0.75
Male,112048,7494,1125.77,1
Female,23464,494,1421.33,6.06
Male,23477,280,610.8,2.6
Female,73133,8078,227.83,0.31
female,10547,86,381.13,3.61
female,154487,82,2436.03,1.58
Female,11368,1587,252.87,2.22
Female,121344,305,1059.3,0.87
Female,32830,608,945.87,2.88
,14298,136,591.4,4.14
Male,22522,2019,566.07,2.51
,29846,162,797.77,2.67
,37876,29,208.17,0.55
Female,43643,761,596.7,1.37
,25172,498,505.2,2.01
,7648,329,290.27,3.8
Male,16983,92,864.53,5.09
Female,14818,30854,34.97,0.24
Male,64910,1146,128.83,0.2
Male,35948,211,723.17,2.01
,18407,300,632.27,3.43
Male,12713,57,446.23,3.51
female,10236,212,198.17,1.94
,58939,2423,959.73,1.63
Female,101122,631,3200.13,3.16
Female,20777,3593,406.17,1.95
,31975,2195,1354.27,4.24
male,11156,123,1008.9,9.04
Female,78215,2622,3955.63,5.06
Male,179404,43,31070.33,17.32
Male,17244,16,132.5,0.77
,12670,244,36.2,0.29
,49045,468,712.03,1.45
Male,10278,140,485.97,4.73
Male,50654,431,854.33,1.69
,51079,3932,15.27,0.03
Male,46539,289,2335.57,5.02
,64441,903,1631.8,2.53
,11049,342,163.07,1.48
Male,13904,1480,1319.9,9.49
Male,37015,79,4160.1,11.24
Male,68331,988,2701.07,3.95
Male,11920,440,458.67,3.85
Male,11647,163,455.4,3.91
Male,19142,848,945.87,4.94
,10525,395,208.9,1.98
Male,58909,702,4099.5,6.96
,50778,4043,37.83,0.07
Female,20748,871,1196.73,5.77
Male,35798,3687,134.37,0.38
Female,114014,233,11776.87,10.33
Female,14299,292,402.83,2.82
Female,47367,807,1090.83,2.3
,141258,2028,1604.13,1.14
Male,122537,316,13211.27,10.78
Female,31617,419,1157.57,3.66
,45596,999,2027.2,4.45
Male,19539,842,554.63,2.84
Male,12623,199,495.57,3.93
,16336,253,436.77,2.67
Male,60858,319,3275.77,5.38
Male,27128,981,378.33,1.39
Male,24956,3351,397.7,1.59
Male,45265,196,959.43,2.12
male,11201,39,329.07,2.94
Male,111183,110,3363.6,3.03
,42426,150,1117.83,2.63
Male,28271,91,5006.83,17.71
,18500,717,884.93,4.78
Male,18579,2375,175.83,0.95
Male,30742,148,1444.17,4.7
,32078,48,170.63,0.53
Female,20284,2226,311.83,1.54
Male,15644,141,443.27,2.83
,39398,1961,2063.17,5.24
male,10567,847,149.27,1.41
Male,13704,663,448.4,3.27
Male,24800,41,565.63,2.28
Male,18511,29,1885.93,10.19
Male,59997,2012,513.63,0.86
Male,18385,889,641.27,3.49
male,6522,57,727.1,11.15
Male,20036,1494,460.1,2.3
male,8712,59,2407.83,27.64
Female,19465,77,411.3,2.11
male,9472,275,497.8,5.26
,28619,26,2793.12,9.76
Male,23221,18,1408.06,6.06
,5131,46,842.27,16.42
,16727,472,489.93,2.93
Male,104122,981,2994.9,2.88
Female,33880,19,631.11,1.86
male,5144,39,235.4,4.58
Female,9181,75,85.93,0.94
Female,347969,278,25579.33,7.35
Female,29807,1974,1091.73,3.66
Male,12596,162,32.07,0.25
Female,25240,1103,561.8,2.23
Female,18573,199,905.7,4.88
Female,23378,304,163.53,0.7
,68774,23,1271.3,1.85
Female,858929,1442,37381.87,4.35
Female,12332,1390,153.27,1.24
,28281,403,98.73,0.35
Female,21603,106,294.27,1.36
,1823092,1222,102245.3,5.61
,96419,165,43,0.04
,25679,156,988,3.85
,22955,628,1635.03,7.12
Male,50374,237,6805.73,13.51
Female,12573,122,126.2,1
Male,13026,210,970,7.45
Female,61789,3170,684.83,1.11
Female,20144,289,466.3,2.31
,36088,758,1374.17,3.81
female,9503,144,321.4,3.38
,46386,1148,209.1,0.45
Female,1029657,156,48541.3,4.71
,7431,39,37.7,0.51
Male,35686,1148,455.3,1.28
Female,240564,266,6027.17,2.51
male,16734,145,489.67,2.93
Male,51665,726,474.6,0.92
Female,16704,1197,621.9,3.72
Female,49139,944,1006.77,2.05
,26978,290,1873.47,6.94
Female,21488,1608,421.4,1.96
Female,93389,252,1272.63,1.36
,11323,927,83.13,0.73
Female,272241,191,2754,1.01
Female,12642,893,271.6,2.15
Female,12861,76,985.4,7.66
Female,216554,2361,7145.67,3.3
Male,10015,97,172.67,1.72
Male,81056,28,4376.43,5.4
,22950,38,1769.9,7.71
Male,11608,22,997.05,8.59
,10252,145,503.93,4.92
Male,13603,184,454.93,3.34
,94861,416,3500.4,3.69
Male,23722,59,1540.13,6.49
Male,22754,49,1753.57,7.71
Female,22417,32,546.62,2.44
Male,28295,402,298.57,1.06
Female,21208,4468,222.73,1.05
Male,10270,538,91.43,0.89
,21597,961,465.8,2.16
Male,9973,16,136.88,1.37
Female,298131,727,3915.5,1.31
Male,32508,496,877.03,2.7
Male,142667,831,3567.9,2.5
male,15532,34,492.27,3.17
Male,222210,71,7402.13,3.33
Male,315094,316,17470.53,5.54
Male,13920,21,130.62,0.94
Male,124253,2598,2370.07,1.91
,23147,186,1352.3,5.84
,5527,33,586.27,10.61
,20138,290,1074.57,5.34
Male,11675,526,237.73,2.04
Male,21021,40,217.17,1.03
Male,22367,41,384.13,1.72
,28067,666,734.1,2.62
Male,112044,400,13549.1,12.09
male,7269,101,395.67,5.44
,15572,1088,252.83,1.62
,36357,5396,56.83,0.16
Female,184630,3293,622.77,0.34
Female,25007,1410,248.03,0.99
,19477,101,1150.67,5.91
Female,16507,628,573.5,3.47
Female,20022,414,332.3,1.66
Female,13777,624,90.53,0.66
Male,11658,992,489.77,4.2
Male,101096,1015,726.07,0.72
Male,44089,689,342.77,0.78
Female,18746,756,668.27,3.56
,325895,22,732.86,0.22
Female,177639,2383,2549.93,1.44
Female,15403,282,168,1.09
female,8260,986,83.33,1.01
,18354,182,344.33,1.88
Female,60965,2261,1967.27,3.23
Female,55930,2511,320.63,0.57
Female,18003,781,589.63,3.28
Male,51435,53,223.97,0.44
,29039,1530,108.37,0.37
female,7369,58,641.2,8.7
Female,29681,714,252.9,0.85
Female,22887,812,111.93,0.49
Female,651903,252,45453.3,6.97
Male,137431,633,971.03,0.71
Male,28810,233,1181.53,4.1
Male,13200,24,2977.88,22.56
female,9523,66,565.63,5.94
female,7649,1583,73.3,0.96
female,6128,240,224.87,3.67
Female,22527,2076,142.33,0.63
male,20942,842,480.5,2.29
Female,9850,784,206.87,2.1
Male,21325,340,730.43,3.43
,5134,114,257.9,5.02
Female,41280,1085,1039.93,2.52
Male,10520,270,1144.07,10.88
,11836,74,418.63,3.54
Female,20039,1256,439,2.19
,10200,78,35.93,0.35
Male,17431,334,1080.2,6.2
,20302,371,320.67,1.58
Female,12049,3171,159.07,1.32
female,18359,363,677.97,3.69
,21432,976,666.97,3.11
Male,41256,1384,2206.9,5.35
male,8579,121,764.03,8.91
Female,76215,1785,894.03,1.17
Male,20564,3464,795.43,3.87
,19678,3277,737.37,3.75
,11019,5606,94.23,0.86
,20680,4290,79.9,0.39
,342866,2112,2968.5,0.87
female,5194,1718,306.33,5.9
,16500,806,122.23,0.74
,33337,874,157.9,0.47
Female,47332,1712,1025.33,2.17
Female,25711,739,794.93,3.09
Female,21683,1219,1322.77,6.1
,13577,85,1401.33,10.32
,137154,861,73.83,0.05
,17320,486,1072.4,6.19
Female,93743,818,1242.37,1.33
,22962,149,379.97,1.65
Female,12261,360,697.17,5.69
Female,34227,409,748.47,2.19
,26908,392,130.83,0.49
,176049,1642,1236.37,0.7
male,6710,498,273.3,4.07
Female,10056,546,140.13,1.39
,19032,222,526.37,2.77
Female,146706,145,22539.97,15.36
,60966,146,4230.13,6.94
female,12510,563,177.67,1.42
,10397,516,183.3,1.76
female,67178,1058,601.47,0.9
female,11269,240,542.77,4.82
female,11281,371,857.67,7.6
Female,107517,2935,831.97,0.77
Female,12477,318,896.55,7.19
,21579,1841,414,1.92
Male,109731,2157,4005.13,3.65
Female,51211,217,1217.5,2.38
,21380,4518,116.43,0.54
Male,14281,2433,403.57,2.83
female,16165,129,1401.8,8.67
,18007,9,1235.22,6.86
,327540,3621,9919.23,3.03
Male,11287,180,43.9,0.39
,257430,2088,7521.47,2.92
,56049,699,1253.13,2.24
Female,10911,1148,795.57,7.29
,12072,72,131.33,1.09
Female,13268,746,604.7,4.56
male,5885,199,174.3,2.96
,13720,928,53.57,0.39
Female,32089,1810,249.2,0.78
,220726,1877,1178.27,0.53
Male,22910,273,1514.17,6.61
Female,21243,1437,839.3,3.95
,54068,1134,2111.53,3.91
Female,25700,3422,1580.03,6.15
,7422,180,170.03,2.29
Female,19330,226,367.33,1.9
,14477,1568,383.07,2.65
Female,9723,178,252.57,2.6
Male,64047,2366,2709.6,4.23
,19291,1091,66.33,0.34
Male,95983,729,5254.4,5.47
female,5180,134,202.43,3.91
,12462,1648,172.67,1.39
Female,95665,14363,685.4,0.72
,32006,1047,374.07,1.17
Male,17884,370,604.97,3.38
,11587,2887,81.67,0.7
,19970,162,805.17,4.03
,25663,280,15.33,0.06
Female,28216,378,1421.93,5.04
,54845,3857,884.3,1.61
,7707,205,380.57,4.94
,24901,986,120.3,0.48
,18587,91,442.37,2.38
,85634,605,203.67,0.24
,97396,2,695,0.71
,120344,4228,648.53,0.54
Male,12048,202,107.77,0.89
Female,12401,944,579.73,4.67
,58711,288,2488.93,4.24
Male,38328,32,451.2,1.18
,267469,1618,4399.47,1.64
,53953,1008,1033.47,1.92
,171114,13315,2038.77,1.19
,16229,3355,274.9,1.69
,74823,8243,226.17,0.3
Female,19025,720,313.67,1.65
Female,22237,1341,429.97,1.93
,14729,54,466.5,3.17
Male,27975,1564,267.23,0.96
,66062,50,1546.37,2.34
Female,25148,2823,143,0.57
Male,333430,578,3588.13,1.08
,18222,124,616.27,3.38
Male,10780,469,303.97,2.82
Female,271858,2760,9742.6,3.58
,18104,2623,1392.53,7.69
male,11462,178,695.77,6.07
,11594,150,150.6,1.3
Female,43999,459,1038.97,2.36
Male,122706,423,5193.47,4.23
Male,39977,2151,701.63,1.76
Female,20492,1380,1510.77,7.37
Female,22550,745,1189.07,5.27
Female,21596,410,1074.7,4.98
female,35061,287,200.13,0.57
Female,13967,271,23.1,0.17
,22401,196,509.3,2.27
male,12371,543,451.27,3.65
,68087,1051,576.8,0.85
Female,20773,6318,385.4,1.86
Female,13324,914,803.83,6.03
,12686,205,1103.53,8.7
Female,20682,580,715.07,3.46
Female,22257,674,213.87,0.96
Female,155712,464,7655.3,4.92
female,7207,187,1157.5,16.06
Female,13605,454,515.4,3.79
Female,22675,874,2321.47,10.24
Female,22553,71,1027.8,4.56
Female,16280,926,551.7,3.39
Male,161515,850,5839.5,3.62
Male,360868,2966,16778.5,4.65
,258375,1035,20753.9,8.03
Female,32872,3681,641.33,1.95
,46780,550,1465.63,3.13
Female,87777,1052,3851.4,4.39
Female,15678,608,516,3.29
male,5327,572,63.7,1.2
Female,14953,281,451.53,3.02
Female,41171,380,3184.9,7.74
Female,95119,306,2597.67,2.73
,57831,2487,515.67,0.89
,11155,367,281.37,2.52
Female,19870,956,609.93,3.07
Female,82400,235,1360.8,1.65
Female,45301,2591,125.87,0.28
Female,16955,761,18.63,0.11
Female,60602,1195,2052.87,3.39
Female,23222,285,790.9,3.41
female,7481,3601,305.33,4.08
Female,50302,1785,501.87,1
male,10585,163,532.57,5.03
Female,26656,3,3164.67,11.87
Female,61611,249,1783.6,2.89
Female,64391,863,1734.9,2.69
Female,671629,1299,31607.63,4.71
Female,29726,1780,786.2,2.64
Female,10935,703,123.73,1.13
,125543,776,4608.3,3.67
Female,100631,243,182.73,0.18
Female,515822,2002,18296,3.55
Female,34349,380,824.07,2.4
Female,25874,510,736.47,2.85
Female,11735,1492,325.37,2.77
Female,41928,410,1359.5,3.24
,12277,75,94.87,0.77
,16882,233,301.5,1.79
female,5440,1092,1138.33,20.93
Male,19010,345,673.13,3.54
Male,9179,291,138.63,1.51
Female,20556,118,389.3,1.89
Female,52997,48,2461.5,4.64
,28864,1337,107.9,0.37
male,9709,362,61.87,0.64
,70594,108,255.77,0.36
,10300,330,220,2.14
Male,666238,289,17606.8,2.64
Male,882386,246,47092.63,5.34
Female,4448,212,310.97,6.99
Male,75953,233,8657.17,11.4
Female,25439,411,2496.6,9.81
Female,683131,798,22159.6,3.24
,33575,816,230.17,0.69
Female,21099,724,530.87,2.52
Female,23575,238,70.9,0.3
Male,556912,631,2550,0.46
,15362,133,214.97,1.4
Male,11246,1135,51.07,0.45
Male,19550,1135,488.93,2.5
Male,11698,194,519,4.44
female,5504,1630,225.9,4.1
Female,42606,1893,516.87,1.21
Female,47100,177,150.8,0.32
,12791,841,20.67,0.16
,80120,220,4777.57,5.96
,15226,1,19832,130.25
,15632,193,523.33,3.35
,83361,90,6031.77,7.24
Female,56103,1178,1568.47,2.8
Male,28122,330,771.47,2.74
,22004,1147,87.57,0.4
,39479,320,852.27,2.16
,43330,558,283.5,0.65
Female,14647,878,140.53,0.96
,20375,586,65.65,0.32
,16184,241,1325,8.19
,71078,3050,1170.1,1.65
Female,23527,723,428.2,1.82
Male,12005,31,335.4,2.79
,36685,456,507.15,1.38
Female,21706,959,582.5,2.68
,8028,161,412.67,5.14
Male,11645,701,138.93,1.19
,16856,250,355.23,2.11
,9486,186,1016.57,10.72
Female,19101,2220,65.07,0.34
Female,40026,372,2531.67,6.33
Female,57628,654,410.37,0.71
Female,54528,1561,535.53,0.98
Female,85292,569,3307.93,3.88
,9818,22,182.95,1.86
Female,95288,632,1666.07,1.75
Female,17629,254,40.75,0.23
,77378,1200,713.63,0.92
Female,19419,2785,1332.83,6.86
,13090,126,105.1,0.8
,13412,1163,155.93,1.16
Female,12311,3383,329.07,2.67
male,21469,274,1923.2,8.96
Male,88633,986,5883.97,6.64
,53211,580,2887.6,5.43
,11982,1401,396.87,3.31
male,12263,509,83,0.68
,149133,513,3745.73,2.51
,17824,1147,298.07,1.67
,5910,716,336.43,5.69
female,10841,579,660.17,6.09
,8987,150,482.6,5.37
Female,22435,726,412.67,1.84
,33583,241,772.6,2.3
,12317,425,145.87,1.18
,11584,160,50,0.42
Female,36026,596,92.6,0.26
,119196,7890,1932.27,1.62
Female,65567,629,453.4,0.69
Female,23762,121,387.37,1.63
Female,91717,81,7730.53,8.43
Female,21658,470,975.77,4.51
Female,38447,146,491.87,1.28
Female,88178,3317,808.47,0.92
Female,91520,807,4935.2,5.39
,18363,403,225.87,1.23
Female,12442,17,107.76,0.87
,32094,1497,432.5,1.35
,10268,597,182.73,1.78
Female,14717,2643,198.67,1.35
Female,20786,1551,287.4,1.38
Female,44654,420,2711.9,6.07
female,14503,1366,305.73,2.11
Female,28816,1074,1151.2,4
Female,469953,993,69502.97,14.79
Female,16677,573,341.3,2.05
Female,29128,814,353.77,1.21
Female,237932,469,10697.73,4.5
,127094,154,773.63,0.61
Female,86099,444,2375.93,2.76
,139273,1378,1318.53,0.95
Female,29108,706,1339.73,4.6
Female,13053,1319,856.53,6.56
Female,20835,272,243.8,1.17
Male,15970,3284,197.8,1.24
Female,26350,798,199.77,0.76
Female,15372,619,296.87,1.93
female,10691,357,333.4,3.12
Female,126392,1114,4463.67,3.53
Female,17601,3572,336.63,1.91
Female,12532,364,398.27,3.18
male,39906,1677,785.07,1.97
female,6909,491,383.13,5.55
Female,86272,2573,1990.73,2.31
,25288,20,188.95,0.75
Female,62725,1249,706.17,1.13
,851613,359,11030.17,1.3
Female,44161,88,378.53,0.86
,103519,406,1741.33,1.68
female,14979,298,572.43,3.82
Female,21521,58,505.37,2.35
,13017,167,1468.13,11.28
Female,108506,1462,6320.77,5.83
Female,93859,208,9976.93,10.63
,84215,152,593.63,0.7
male,6610,456,167.17,2.53
Female,69568,893,1630.13,2.34
Female,194860,176,2571.37,1.32
Female,52884,867,1392.6,2.63
Female,23128,418,593.57,2.57
,57464,143,1543.97,2.69
,51010,3609,1800.53,3.53
female,8073,206,561.9,6.96
female,11248,635,171.73,1.53
Female,41422,203,825.17,1.99
Female,43869,653,949.87,2.17
Female,107814,2451,4233.23,3.93
Female,42327,1225,279.33,0.66
Female,360129,343,3864.8,1.07
Female,199976,2174,4575.6,2.29
Female,51655,399,1335,2.58
Male,28832,3008,490.03,1.7
Female,15170,1857,86.9,0.57
Female,450290,600,17628.23,3.91
Female,12268,1004,198.03,1.61
Male,618651,2,6910.5,1.12
,91418,2742,1224.27,1.34
,41816,615,1721.6,4.12
,67784,3380,1132.43,1.67
Female,12286,10,788.7,6.42
Female,12497,420,235.6,1.89
Female,13096,1255,230.5,1.76
Female,11264,197,312.93,2.78
Female,110144,500,2456.37,2.23
female,6488,2676,33.77,0.52
Female,12292,627,724.03,5.89
female,9096,453,433.1,4.76
,53444,2179,430.57,0.81
Female,78040,540,2649.53,3.4
Female,9720,3264,191.47,1.97
Female,67367,1293,987.4,1.47
,22843,1646,51.8,0.23
Female,24195,64,1682.53,6.95
Male,52118,526,492.4,0.94
Female,31018,59,252.33,0.81
,18507,1041,74.77,0.4
,11577,31,114.53,0.99
Female,28897,2820,1161.1,4.02
Male,28236,142,403.37,1.43
,135437,73,222.07,0.16
male,8986,66,659.23,7.34
,15624,429,376.67,2.41
,14288,821,285.87,2
,15347,441,529.4,3.45
male,7548,390,1186.63,15.72
,11260,96,2414.37,21.44
Female,27651,216,1467.27,5.31
Female,18954,753,201.17,1.06
,21631,140,472.43,2.18
,5481,78,117.67,2.15
,27970,222,632.97,2.26
,135987,172,12755.2,9.38
,31259,23,1019.26,3.26
,120589,1494,644.23,0.53
Male,104262,1264,1179.7,1.13
Male,261665,2374,2097.53,0.8
Male,88661,247,1834.57,2.07
,172277,1333,1047.1,0.61
,378327,3144,3414.7,0.9
,773331,3312,5133.73,0.66
Male,781054,2815,8661.37,1.11
,898116,3154,5704.83,0.64
,542568,3344,5282.87,0.97
Male,2676939,3128,26903.83,1.01
Female,39555,1101,2.97,0.01
Female,14783,987,339.9,2.3
,52318,663,1757.2,3.36
Male,1057248,3229,23521.17,2.22
,12058,313,452.9,3.76
,14165,177,121.73,0.86
female,12888,54,150.4,1.17
Female,92587,582,892.33,0.96
Female,214163,8836,2214.03,1.03
Female,45493,1287,2178.47,4.79
,183486,13512,1039.47,0.57
Female,10856,729,194.43,1.79
,15595,595,89.73,0.58
Female,394211,8387,1470.27,0.37
,206658,6603,400.87,0.19
,892164,12561,1770.9,0.2
,21050,332,98.2,0.47
,35007,648,350.13,1
,152652,5821,822,0.54
,229714,9667,1473.33,0.64
Female,46888,154,1377.13,2.94
Female,212629,1344,1473.57,0.69
,49686,417,1565.03,3.15
Male,49505,10,4005.9,8.09
,58518,305,302.2,0.52
,5832,427,32.93,0.56
,12031,246,269.27,2.24
Female,138437,1156,2204.07,1.59
,31807,703,303.33,0.95
Female,23426,280,986.87,4.21
,9172,914,85.6,0.93
Female,12036,396,488.93,4.06
Female,28003,750,226.07,0.81
Female,16874,429,554.33,3.29
Female,11131,91,120.05,1.08
,29043,453,668.7,2.3
Female,30845,894,1795.03,5.82
Male,17009,990,412.47,2.43
Female,56179,851,598.6,1.07
,122925,288,2353.83,1.91
,233374,650,1258.8,0.54
Female,753316,2718,7112.6,0.94
Female,31249,532,878.37,2.81
Male,24228,1397,272.47,1.12
,10278,215,170.6,1.66
Male,27481,316,593.43,2.16
,15075,418,353.93,2.35
Female,28486,237,232.6,0.82
Female,19122,686,709.53,3.71
Male,13766,1368,305.2,2.22
Female,434462,103,6641.47,1.53
,119087,693,2301.53,1.93
Female,106649,273,4630.53,4.34
Female,18123,4354,44.3,0.24
Female,53619,1702,1300.47,2.43
Male,13624,440,81.87,0.6
,80071,109,1385.13,1.73
Female,31991,520,1438.83,4.5
,10915,570,686.97,6.29
Male,21350,4022,200.27,0.94
Female,23943,294,914.33,3.82
,32054,2497,376.43,1.17
Female,50442,301,297.83,0.59
Male,21631,790,273.17,1.26
,29436,20250,5.97,0.02
,52380,38347,3.7,0.01
Male,19892,727,2160.83,10.86
Male,17114,286,1011.07,5.91
Male,13304,227,1142.5,8.59
,22569,0,0,0
Female,34604,2120,1490.87,4.31
male,8172,1083,34.07,0.42
Female,448287,13662,5115.63,1.14
,17333,522,2753.9,15.89
Female,48358,6503,559.6,1.16
,8699,11,1698.36,19.52
,7173,1493,37.37,0.52
Female,55332,1666,299.43,0.54
,7448,220,510.17,6.85
